date, pm25, pm10, no2
2019/6/19, , 20, 21
2019/6/20, , 19, 15
2019/6/21, , 16, 13
2019/6/22, , 15, 9
2019/6/23, , 12, 23
2019/6/24, , 13, 33
2019/6/25, , 19, 21
2019/6/26, , 28, 6
2019/6/27, , 21, 9
2019/6/28, , 15, 21
2019/6/29, , 16, 19
2019/6/30, , 20, 10
2019/1/1, , 27, 9
2019/1/2, , 16, 17
2019/1/3, , 12, 16
2019/1/4, , 19, 9
2019/1/5, , 15, 13
2019/1/6, , 12, 25
2019/1/7, , 19, 14
2019/1/8, , 14, 10
2019/1/9, , 8, 14
2019/1/10, , 8, 22
2019/1/11, , 16, 14
2019/1/12, , 20, 8
2019/1/13, , 12, 8
2019/1/14, , 10, 12
2019/1/15, , 14, 20
2019/1/16, , 19, 21
2019/1/17, , 19, 18
2019/1/18, , 15, 26
2019/1/19, , 21, 22
2019/1/20, , 37, 26
2019/1/21, , 39, 28
2019/1/22, , 45, 25
2019/1/23, , 52, 23
2019/1/24, , 50, 21
2019/1/25, , 43, 24
2019/1/26, , 36, 19
2019/1/27, , 20, 24
2019/1/28, , 14, 20
2019/1/29, , 18, 27
2019/1/30, , 23, 32
2019/1/31, , 35, 28
2019/2/1, , 47, 16
2019/2/2, , 50, 9
2019/2/3, , 41, 26
2019/2/4, , 24, 23
2019/2/5, , 21, 25
2019/2/6, , 25, 27
2019/2/7, , 31, 22
2019/2/8, , 27, 15
2019/2/9, , 19, 16
2019/2/10, , 11, 8
2019/2/11, , 9, 14
2019/2/12, , 12, 16
2019/2/13, , 23, 24
2019/2/14, , 30, 37
2019/2/15, , 34, 34
2019/2/16, , 35, 33
2019/2/17, , 34, 41
2019/2/18, , 42, 23
2019/2/19, , 47, 19
2019/2/20, , 25, 20
2019/2/21, , 28, 18
2019/2/22, , 22, 27
2019/2/23, , 18, 31
2019/2/24, , 29, 29
2019/2/25, , 35, 25
2019/2/26, , 40, 33
2019/2/27, , 52, 20
2019/2/28, , 43, 17
2019/3/1, , 48, 21
2019/3/2, , 30, 12
2019/3/3, , 22, 18
2019/3/4, , 14, 14
2019/3/5, , 16, 23
2019/3/6, , 18, 24
2019/3/7, , 17, 8
2019/3/8, , 12, 12
2019/3/9, , 12, 15
2019/3/10, , 11, 15
2019/3/11, , 11, 19
2019/3/12, , 14, 15
2019/3/13, , 13, 18
2019/3/14, , 11, 12
2019/3/15, , 10, 15
2019/3/16, , 11, 11
2019/3/17, , 11, 16
2019/3/18, , 10, 14
2019/3/19, , 13, 25
2019/3/20, , 20, 22
2019/3/21, , 27, 25
2019/3/22, , 35, 12
2019/3/23, , 36, 12
2019/3/24, , 27, 14
2019/3/25, , 15, 12
2019/3/26, , 13, 15
2019/3/27, , 14, 13
2019/3/28, , 14, 24
2019/3/29, , 19, 27
2019/3/30, , 25, 11
2019/3/31, , 28, 30
2018/10/1, , 30, 20
2018/10/2, , 18, 5
2018/10/3, , 15, 26
2018/10/4, , 16, 31
2018/10/5, , 23, 33
2018/10/6, , 28, 13
2018/10/7, , 28, 34
2018/10/8, , 17, 36
2018/10/9, , 32, 38
2018/10/10, , 41, 22
2018/10/11, , 38, 39
2018/10/12, , 42, 33
2018/10/13, , 47, 35
2018/10/14, , 46, 46
2018/10/15, , 45, 47
2018/10/16, , 61, 49
2018/10/17, , 66, 32
2018/10/18, , 68, 18
2018/10/19, , 36, 22
2018/10/20, , 24, 24
2018/10/21, , 26, 21
2018/10/22, , 25, 16
2018/10/23, , 18, 10
2018/10/24, , 13, 9
2018/10/25, , 13, 24
2018/10/26, , 14, 12
2018/10/27, , 17, 9
2018/10/28, , 10, 15
2018/10/29, , 11, 20
2018/10/30, , 24, 26
2018/10/31, , 20, 31
2018/11/1, , 27, 31
2018/11/2, , 31, 26
2018/11/3, , 30, 17
2018/11/4, , 35, 31
2018/11/5, , 46, 34
2018/11/6, , 44, 35
2018/11/7, , 43, 25
2018/11/8, , 48, 25
2018/11/9, , 34, 20
2018/11/10, , 38, 21
2018/11/11, , 40, 22
2018/11/12, , 27, 27
2018/11/13, , 24, 25
2018/11/14, , 22, 30
2018/11/15, , 32, 28
2018/11/16, , 30, 19
2018/11/17, , 31, 17
2018/11/18, , 40, 17
2018/11/19, , 21, 19
2018/11/20, , 23, 19
2018/11/21, , 35, 22
2018/11/22, , 38, 20
2018/11/23, , 41, 18
2018/11/24, , 49, 13
2018/11/25, , 46, 16
2018/11/26, , 40, 27
2018/11/27, , 35, 28
2018/11/28, , 38, 20
2018/11/29, , 33, 20
2018/11/30, , 32, 26
2018/12/1, , 32, 19
2018/12/2, , 33, 25
2018/12/3, , 14, 12
2018/12/4, , 14, 28
2018/12/5, , 19, 25
2018/12/6, , 25, 22
2018/12/7, , 20, 18
2018/12/8, , 12, 9
2018/12/9, , 9, 9
2018/12/10, , 11, 10
2018/12/11, , 12, 18
2018/12/12, , 14, 18
2018/12/13, , 25, 23
2018/12/14, , 28, 16
2018/12/15, , 30, 15
2018/12/16, , 31, 27
2018/12/17, , 35, 27
2018/12/18, , 37, 23
2018/12/19, , 30, 24
2018/12/20, , 31, 25
2018/12/21, , 25, 12
2018/12/22, , 12, 14
2018/12/23, , 15, 15
2018/12/24, , 17, 16
2018/12/25, , 18, 8
2018/12/26, , 17, 8
2018/12/27, , 21, 8
2018/12/30, , 13, 
2018/7/1, , 10, 15
2018/7/2, , 11, 17
2018/7/3, , 15, 29
2018/7/4, , 20, 28
2018/7/5, , 28, 8
2018/7/6, , 21, 6
2018/7/7, , 19, 6
2018/7/8, , 20, 10
2018/7/9, , 20, 18
2018/7/10, , 23, 22
2018/7/11, , 20, 12
2018/7/12, , 16, 15
2018/7/13, , 21, 7
2018/7/14, , 23, 10
2018/7/15, , 15, 25
2018/7/16, , 18, 15
2018/7/17, , 22, 9
2018/7/18, , 23, 12
2018/7/19, , 22, 19
2018/7/20, , 25, 18
2018/7/21, , 23, 17
2018/7/22, , 25, 12
2018/7/23, , 25, 21
2018/7/24, , 22, 20
2018/7/25, , 24, 19
2018/7/26, , 23, 22
2018/7/27, , 25, 21
2018/7/28, , 24, 12
2018/7/29, , 20, 31
2018/7/30, , 20, 37
2018/7/31, , 23, 21
2018/8/1, , 30, 14
2018/8/2, , 25, 30
2018/8/3, , 22, 21
2018/8/4, , 25, 5
2018/8/5, , 19, 25
2018/8/6, , 16, 37
2018/8/7, , 22, 36
2018/8/8, , 27, 28
2018/8/9, , 33, 14
2018/8/10, , 25, 25
2018/8/11, , 19, 31
2018/8/12, , 21, 24
2018/8/13, , 25, 15
2018/8/14, , 22, 10
2018/8/15, , 16, 35
2018/8/16, , 24, 29
2018/8/17, , 30, 14
2018/8/18, , 23, 19
2018/8/19, , 24, 20
2018/8/20, , 27, 12
2018/8/21, , 19, 30
2018/8/22, , 24, 40
2018/8/23, , 36, 16
2018/8/24, , 42, 17
2018/8/25, , 28, 10
2018/8/26, , 18, 26
2018/8/27, , 18, 15
2018/8/28, , 22, 34
2018/8/29, , 25, 23
2018/8/30, , 30, 13
2018/8/31, , 20, 20
2018/9/1, , 19, 12
2018/9/2, , 19, 22
2018/9/3, , 22, 20
2018/9/4, , 25, 21
2018/9/5, , 24, 23
2018/9/6, , 27, 28
2018/9/7, , 30, 18
2018/9/8, , 21, 27
2018/9/9, , 23, 35
2018/9/10, , 29, 25
2018/9/11, , 37, 19
2018/9/12, , 32, 18
2018/9/13, , 18, 25
2018/9/14, , 19, 13
2018/9/15, , 23, 23
2018/9/16, , 18, 46
2018/9/17, , 28, 49
2018/9/18, , 43, 36
2018/9/19, , 48, 40
2018/9/20, , 52, 41
2018/9/21, , 53, 42
2018/9/22, , 50, 25
2018/9/23, , 50, 10
2018/9/24, , 15, 16
2018/9/25, , 13, 27
2018/9/26, , 19, 23
2018/9/27, , 23, 15
2018/9/28, , 22, 18
2018/9/29, , 16, 27
2018/9/30, , 20, 24
2018/5/14, , 34, 23
2018/5/15, , 36, 16
2018/5/16, , 31, 12
2018/5/17, , 30, 14
2018/5/18, , 32, 16
2018/5/19, , 29, 12
2018/5/20, , 19, 14
2018/5/21, , 17, 31
2018/5/22, , 24, 19
2018/5/23, , 27, 24
2018/5/24, , 24, 23
2018/5/25, , 30, 20
2018/5/26, , 29, 16
2018/5/27, , 28, 35
2018/5/28, , 31, 33
2018/5/29, , 37, 40
2018/5/30, , 36, 40
2018/5/31, , 38, 31
2018/6/1, , 43, 13
2018/6/2, , 40, 8
2018/6/3, , 35, 17
2018/6/4, , 29, 16
2018/6/5, , 29, 24
2018/6/6, , 25, 32
2018/6/7, , 24, 33
2018/6/8, , 26, 26
2018/6/9, , 26, 22
2018/6/10, , 30, 14
2018/6/11, , 29, 11
2018/6/12, , 24, 11
2018/6/13, , 20, 21
2018/6/14, , 18, 26
2018/6/15, , 25, 28
2018/6/16, , 25, 10
2018/6/17, , 27, 19
2018/6/18, , 23, 15
2018/6/19, , 23, 26
2018/6/20, , 23, 21
2018/6/21, , 26, 17
2018/6/22, , 19, 21
2018/6/23, , 20, 13
2018/6/24, , 17, 13
2018/6/25, , 16, 11
2018/6/26, , 24, 16
2018/6/27, , 16, 14
2018/6/28, , 18, 13
2018/6/29, , 21, 8
2018/6/30, , 15, 7
2019/12/31, , , 17
2020/3/30, , , 13
2019/11/27, , , 17
2018/12/31, , , 7
2018/12/28, , , 18
2018/12/29, , , 6
2018/5/13, , , 20
